marketplace_id,source,product_name,brand,category,price,rating,review_count,availability,description,product_url,image_url,scraped_date,processor_extracted,product_id,model_name,processor_name,ram_gb,ssd_gb,hdd_gb,operating_system,graphics,screen_size,resolution,no_of_cores,no_of_threads,spec_score,original_price,processor_family_market,processor_family_manufacturer
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,635.0,Lenovo V14 Gen 2 82KAA002IH Laptop,11TH GEN CORE I5,8.0,512.0,0.0,DOS,Intel Iris Xe Graphics,14.0,1920 x 1080,4.0,8.0,51.0,47199.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,641.0,Lenovo IdeaPad Flex 5 82R7006HIN Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Integrated UHD Xe,14.0,1920 x 1080,4.0,8.0,69.0,74490.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,643.0,Lenovo Yoga Slim 7 Pro 82NC00FRIN Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,2880 x 1800,4.0,8.0,62.0,74517.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,657.0,Lenovo Thinkbook 14 Gen 2 20VDA0G9IH Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,4.0,8.0,57.0,83399.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,662.0,Lenovo Thinkpad L13 Gen 2 20VHS07500 Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,4.0,8.0,66.0,92999.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,664.0,Lenovo IdeaPad Slim 5 15ITL05 82SE0061IN Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,4.0,8.0,62.0,63990.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,693.0,Lenovo IdeaPad 3 15ITL6 82H802KYIN Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4.0,8.0,56.0,53490.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,694.0,Lenovo ThinkBook 14 20VDA0THIH Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,4.0,8.0,62.0,77500.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,745.0,Lenovo IdeaPad Gaming 3 15IAH7 82S900RAIN Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8.0,12.0,74.0,89990.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,753.0,Lenovo IdeaPad Slim 3 82RK00EDIN Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,‎Intel UHD Graphics,15.6,1920 x 1080,10.0,12.0,55.0,62390.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,760.0,Lenovo Thinkbook 14 Gen 2 20VD011CIH Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,4.0,8.0,51.0,70900.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,780.0,Lenovo IdeaPad 3 82RK0064IN Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel UHD Graphics,15.6,1920 x 1080,10.0,12.0,60.0,58099.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,781.0,Lenovo IdeaPad Gaming 3 82K101A4IN Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,4.0,8.0,60.0,63990.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,787.0,Lenovo IdeaPad Gaming 3 82K1019AIN Laptop,11TH GEN CORE I5,8.0,256.0,1000.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,4.0,8.0,72.0,64990.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,833.0,Lenovo IdeaPad Gaming 3 82K101EEIN Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,4.0,8.0,63.0,64990.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,834.0,Lenovo ThinkBook 15 20VEA0YNIH Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4.0,8.0,63.0,55990.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,836.0,Lenovo Thinkbook 14 20VDA0KNIH Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated Graphics,14.0,1920 x 1080,4.0,8.0,53.0,71999.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,866.0,Lenovo IdeaPad Slim 3 82RK0085IN Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,‎Intel Iris Xe Graphics,15.6,1920 x 1080,10.0,12.0,57.0,61490.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,921.0,Lenovo Legion 5 15IMH6 82NL00APIN Gaming Laptop,10TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,6.0,12.0,69.0,73847.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,947.0,Lenovo IdeaPad Gaming 3 15IHU6 82K101A3IN Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050 Graphics,15.6,1920 x 1080,4.0,8.0,71.0,68990.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,961.0,Lenovo IdeaPad Gaming 3 82K10199IN Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,4.0,8.0,68.0,67000.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,969.0,Lenovo IdeaPad Gaming 3 81Y401ARIN Gaming Laptop,10TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,4.0,8.0,67.0,63990.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,980.0,Lenovo IdeaPad 3 15ITL05 81X800K9IN Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,4.0,8.0,60.0,60494.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,986.0,Lenovo IdeaPad Slim 3 81X800J1IN Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated,15.6,1920 x 1080,4.0,8.0,60.0,53100.0,CORE I5,CORE I5
3,WebScraper.io,ThinkPad T540p,LENOVO,Laptop,1178.99,1.0,2,Available,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/33,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 4200M,989.0,Lenovo ThinkBook 14 20VDA0TLIH Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,4.0,8.0,65.0,69490.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,5.0,HP 15s-fr4000TU Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4.0,8.0,63.0,52990.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,14.0,HP 15s-fq5111TU Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe,15.6,1920 x 1080,10.0,12.0,61.0,58530.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,28.0,HP Victus 15-fa0165TX Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,8.0,12.0,73.0,69990.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,31.0,HP Pavilion 15-eg2009TU Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe,15.6,1920 x 1080,12.0,16.0,62.0,62990.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,40.0,HP Victus 15-fa0070TX Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,8.0,12.0,71.0,67990.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,50.0,HP Pavilion x360 14-ek0074TU Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,10.0,12.0,68.0,73490.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,58.0,HP 14s-dy5005TU Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Integrated Intel Iris Xe Graphics,14.0,1920 x 1080,10.0,12.0,57.0,63990.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,89.0,HP Victus 15-fa0350TX Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8.0,12.0,75.0,77990.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,93.0,HP Pavilion 15-eg2002TU Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xᵉ Graphics,15.6,1920 x 1080,12.0,16.0,65.0,69990.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,111.0,HP Pavilion 15-eg2018TX Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,2 GB NVIDIA GeForce MX550,15.6,1920 x 1080,10.0,12.0,56.0,75070.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,130.0,HP Pavilion 15s-fq5112TU Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,10.0,12.0,55.0,62490.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,143.0,HP Pavilion 14-dv2041TU Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,10.0,12.0,62.0,71990.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,164.0,HP Pavilion 15-DK2100TX Gaming Laptop,11TH GEN CORE I5,8.0,256.0,1000.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,4.0,8.0,75.0,66990.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,207.0,HP Victus 15-fa0092TX Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8.0,12.0,69.0,81990.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,208.0,HP ProBook 440 G8 Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,1366 x 768,4.0,8.0,56.0,51990.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,239.0,HP Pavilion 15s-FR5007TU Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe,15.6,1920 x 1080,10.0,12.0,59.0,59490.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,284.0,HP Pavilion 15-eg2036TU Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,12.0,16.0,63.0,69990.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,294.0,HP Pavilion 14-dv2053TU Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,10.0,12.0,60.0,62278.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,295.0,HP Pavilion 15s-fq5010TU Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe,15.6,1920 x 1080,12.0,16.0,62.0,63350.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,297.0,HP Pavilion 15s-FQ5009TU Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe,15.6,1920 x 1080,10.0,12.0,59.0,60500.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,302.0,HP Pavilion 15-EG2019TX Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,2 GB NVIDIA GeForce MX550,15.6,1920 x 1080,10.0,12.0,60.0,78200.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,308.0,HP Pavilion 15-EG2035TU Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel UHD Graphics,15.6,1920 x 1080,8.0,12.0,67.0,71999.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,315.0,HP 240 G8 Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated,14.0,1366 x 768,4.0,8.0,51.0,60618.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,326.0,HP 15s- fq4021TU Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,4.0,8.0,54.0,55499.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,340.0,HP Pavilion 15-dk2095TX Gaming Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,4.0,8.0,55.0,61990.0,CORE I5,CORE I5
4,WebScraper.io,ProBook,HP,Laptop,739.99,4.0,8,Available,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/static/product/34,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:07,CORE I5 2,363.0,HP Envy x360 15-ew0037TU Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,10.0,12.0,72.0,82999.0,CORE I5,CORE I5
